Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Saas im Prättigau;7247;0;Klosters;3871;GR;9.84617532;46.91603263;de;01.07.2008
Serneus;7249;0;Klosters;3871;GR;9.835045714;46.88829817;de;01.07.2008
Klosters;7250;0;Klosters;3871;GR;9.976469282;46.83669327;de;01.07.2008
Klosters Dorf;7252;0;Klosters;3871;GR;9.932107704;46.89839609;de;01.07.2008
Conters im Prättigau;7241;0;Conters im Prättigau;3881;GR;9.787323941;46.88458722;de;01.07.2008
Küblis;7240;0;Küblis;3882;GR;9.793060786;46.92456719;de;01.07.2008
Lunden;7222;0;Luzein;3891;GR;9.735664174;46.95057436;de;01.05.2015
Buchen im Prättigau;7223;0;Luzein;3891;GR;9.724040337;46.93785987;de;01.07.2008
Putz;7224;0;Luzein;3891;GR;9.742826493;46.92710294;de;01.07.2008
Stels;7226;0;Luzein;3891;GR;9.74976434;46.96072786;de;01.07.2008
Luzein;7242;0;Luzein;3891;GR;9.762520569;46.9206891;de;01.07.2008
Pany;7243;0;Luzein;3891;GR;9.770292824;46.94899054;de;01.07.2008
Gadenstätt;7244;0;Luzein;3891;GR;9.791480123;46.94394114;de;01.07.2008
Ascharina;7245;0;Luzein;3891;GR;9.820071742;46.94966268;de;01.07.2008
St. Antönien;7246;0;Luzein;3891;GR;9.829527229;46.97796195;de;01.07.2008
Chur;7000;0;Chur;3901;GR;9.533098142;46.85901711;de;01.07.2008
Haldenstein;7023;0;Chur;3901;GR;9.498589645;46.87908757;de;01.07.2008
Maladers;7026;0;Chur;3901;GR;9.569933229;46.84381281;de;01.07.2008
Malix;7074;0;Chur;3901;GR;9.525427444;46.83440222;de;01.07.2008
Passugg;7062;0;Churwalden;3911;GR;9.555987987;46.82126875;de;01.04.2014
Churwalden;7075;0;Churwalden;3911;GR;9.530279615;46.77777245;de;01.07.2008
Parpan;7076;0;Churwalden;3911;GR;9.568847758;46.77950369;de;01.07.2008
Castiel;7027;0;Arosa;3921;GR;9.61583519;46.8496061;de;01.07.2008
Lüen;7027;1;Arosa;3921;GR;9.622553257;46.83643418;de;01.07.2008
Calfreisen;7027;3;Arosa;3921;GR;9.601953814;46.85736379;de;01.07.2008
St. Peter;7028;0;Arosa;3921;GR;9.655357086;46.84733972;de;01.07.2008
Pagig;7028;1;Arosa;3921;GR;9.636546569;46.84116549;de;01.07.2008
Peist;7029;0;Arosa;3921;GR;9.691833935;46.84766348;de;01.07.2008
Arosa;7050;0;Arosa;3921;GR;9.675299584;46.77168004;de;01.07.2008
Molinis;7056;0;Arosa;3921;GR;9.646206813;46.81211081;de;01.07.2008
Langwies;7057;0;Arosa;3921;GR;9.747488753;46.82066001;de;01.07.2008
Litzirüti;7058;0;Arosa;3921;GR;9.701375522;46.79877479;de;01.07.2008
Praden;7063;0;Tschiertschen-Praden;3932;GR;9.584122689;46.82050845;de;01.07.2008
Tschiertschen;7064;0;Tschiertschen-Praden;3932;GR;9.607059037;46.79410833;de;01.07.2008
Says;7202;0;Trimmis;3945;GR;9.594245891;46.90549571;de;01.07.2008
Trimmis;7203;0;Trimmis;3945;GR;9.566868376;46.88989969;de;01.07.2008
Valzeina;7213;0;Trimmis;3945;GR;9.623897108;46.9028172;de;01.07.2008
Untervaz;7204;0;Untervaz;3946;GR;9.517710681;46.92136929;de;01.07.2008
Zizers;7205;0;Zizers;3947;GR;9.560800838;46.93985721;de;01.07.2008
Landquart;7302;0;Zizers;3947;GR;9.551330303;46.96354299;de;01.07.2008
Maienfeld;7304;0;Fläsch;3951;GR;9.576470597;47.0417692;de;01.07.2008
Fläsch;7306;0;Fläsch;3951;GR;9.502514493;47.03963566;de;01.07.2008
Jenins;7307;0;Jenins;3952;GR;9.565601975;47.00778545;de;01.07.2008
Malans GR;7208;0;Malans;3954;GR;9.58181733;46.98956059;de;01.07.2008
Igis;7206;0;Landquart;3955;GR;9.580395298;46.94535791;de;01.07.2008
Mastrils;7303;0;Landquart;3955;GR;9.536535933;46.96016851;de;01.07.2008
Grüsch;7214;0;Grüsch;3961;GR;9.642972618;46.96035376;de;01.07.2008
Fanas;7215;0;Grüsch;3961;GR;9.680395147;47.00375949;de;01.07.2008
Schiers;7220;0;Schiers;3962;GR;9.770066824;46.99531996;de;01.07.2008
Fajauna;7226;2;Schiers;3962;GR;9.701098524;46.96991959;de;01.07.2008
Schuders;7228;0;Schiers;3962;GR;9.750497971;47.01229743;de;01.07.2008
Pusserein;7228;1;Schiers;3962;GR;9.712961596;46.99094374;de;01.07.2008
Seewis Dorf;7212;0;Seewis im Prättigau;3972;GR;9.633823905;47.01810499;de;01.07.2008
Seewis-Pardisla;7212;1;Seewis im Prättigau;3972;GR;9.636148483;46.97933919;de;01.07.2008
Seewis-Schmitten;7212;2;Seewis im Prättigau;3972;GR;9.642002495;46.98136734;de;01.07.2008
Obersaxen;7134;0;Breil/Brigels;3981;GR;9.032961078;46.74273564;de;01.05.2015
Waltensburg/Vuorz;7158;0;Breil/Brigels;3981;GR;9.086757267;46.80094899;multiple;01.07.2008
Andiast;7159;0;Breil/Brigels;3981;GR;9.093224701;46.8238204;rm;01.07.2008
Tavanasa;7162;0;Breil/Brigels;3981;GR;9.077724117;46.75740293;rm;01.07.2008
Danis;7163;0;Breil/Brigels;3981;GR;9.055786726;46.75589178;rm;01.07.2008
Dardin;7164;0;Breil/Brigels;3981;GR;9.036942023;46.75794709;rm;01.07.2008
Breil/Brigels;7165;0;Breil/Brigels;3981;GR;9.01236045;46.79831834;multiple;01.07.2008
Disentis/Mustér;7180;0;Disentis/Mustér;3982;GR;8.842691439;46.74546243;multiple;01.07.2008
Cavardiras;7182;0;Disentis/Mustér;3982;GR;8.883356067;46.69987082;rm;01.07.2008
Mumpé Medel;7183;0;Disentis/Mustér;3982;GR;8.840098634;46.68250034;rm;01.02.2010
Segnas;7186;0;Disentis/Mustér;3982;GR;8.816443772;46.6942248;rm;01.07.2008
Curaglia;7184;0;Medel (Lucmagn);3983;GR;8.878387622;46.66983012;rm;01.07.2008
Platta;7185;0;Medel (Lucmagn);3983;GR;8.834351343;46.61098229;rm;01.07.2008
Rabius;7172;0;Sumvitg;3985;GR;8.954751824;46.74382104;rm;01.07.2008
Surrein;7173;0;Sumvitg;3985;GR;8.961076917;46.67850544;rm;01.07.2008
S. Benedetg;7174;0;Sumvitg;3985;GR;8.945860028;46.73746477;rm;01.07.2008
Sumvitg;7175;0;Sumvitg;3985;GR;8.916781625;46.76180625;rm;01.07.2008
Cumpadials;7176;0;Sumvitg;3985;GR;8.918101669;46.70963115;rm;01.07.2008
Camischolas;7187;0;Tujetsch;3986;GR;8.761072068;46.68111166;rm;01.07.2008
Sedrun;7188;0;Tujetsch;3986;GR;8.748316379;46.62216785;rm;01.07.2008
Rueras;7189;0;Tujetsch;3986;GR;8.713112201;46.677009;rm;01.07.2008
Trun;7166;0;Trun;3987;GR;8.980040435;46.72900948;rm;01.07.2008
Zignau;7167;0;Trun;3987;GR;9.008116003;46.73214664;rm;01.07.2008
Schlans;7168;0;Trun;3987;GR;9.001812358;46.76642025;rm;01.07.2008
Flond;7137;0;Obersaxen Mundaun;3988;GR;9.159864742;46.76659448;rm;01.07.2008
Surcuolm;7138;0;Obersaxen Mundaun;3988;GR;9.15235789;46.75287792;rm;01.07.2008
Aarau;5000;0;Aarau;4001;AG;8.048667761;47.38901423;de;01.07.2008
Aarau Rohr;5032;0;Aarau;4001;AG;8.080981124;47.40445935;de;01.01.2010
Biberstein;5023;0;Biberstein;4002;AG;8.08276377;47.41949714;de;01.07.2008
Buchs AG;5033;0;Buchs (AG);4003;AG;8.075605194;47.39310372;de;01.07.2008
Asp;5025;0;Densbüren;4004;AG;8.053912333;47.44178895;de;01.07.2008
Densbüren;5026;0;Densbüren;4004;AG;8.057188223;47.45550261;de;01.07.2008
Erlinsbach;5018;0;Erlinsbach (AG);4005;AG;8.008905574;47.4125695;de;01.07.2008
Gränichen;5722;0;Gränichen;4006;AG;8.105662035;47.35430239;de;01.07.2008
Teufenthal AG;5723;0;Gränichen;4006;AG;8.112410981;47.33532491;de;01.07.2008
Hirschthal;5042;0;Hirschthal;4007;AG;8.067830652;47.31754098;de;01.07.2008
Rombach;5022;0;Küttigen;4008;AG;8.044017004;47.40501533;de;01.07.2008
Küttigen;5024;0;Küttigen;4008;AG;8.046154314;47.42044476;de;01.07.2008
Muhen;5037;0;Muhen;4009;AG;8.063227441;47.33409624;de;01.07.2008
Oberentfelden;5036;0;Oberentfelden;4010;AG;8.039591851;47.35410046;de;01.07.2008
Suhr;5034;0;Suhr;4012;AG;8.085867802;47.37466378;de;01.07.2008
Unterentfelden;5035;0;Unterentfelden;4013;AG;8.04119683;47.36861802;de;01.07.2008
Turgi;5300;0;Baden;4021;AG;8.256221585;47.48998024;de;01.07.2008
Baden;5400;0;Baden;4021;AG;8.292127704;47.46987702;de;01.07.2008
Dättwil AG;5405;2;Baden;4021;AG;8.292446395;47.45367385;de;01.07.2008
Rütihof;5406;2;Baden;4021;AG;8.265839388;47.43827839;de;01.07.2008
Bellikon;5454;0;Bellikon;4022;AG;8.348353962;47.39189618;de;01.07.2008
Widen;8967;0;Bellikon;4022;AG;8.355362698;47.37700214;de;01.07.2008
Bergdietikon;8962;0;Bergdietikon;4023;AG;8.379267819;47.38846694;de;01.07.2008
Birmenstorf AG;5413;0;Birmenstorf (AG);4024;AG;8.266804244;47.45171317;de;01.07.2008
Ennetbaden;5408;0;Ennetbaden;4026;AG;8.327677667;47.47980926;de;01.07.2008
Fislisbach;5442;0;Fislisbach;4027;AG;8.290575574;47.43636383;de;01.07.2008
Freienwil;5423;0;Freienwil;4028;AG;8.320521955;47.49839883;de;01.07.2008
Gebenstorf;5412;0;Gebenstorf;4029;AG;8.244022671;47.47996477;de;01.07.2008
Vogelsang AG;5412;1;Gebenstorf;4029;AG;8.240782765;47.49639831;de;01.01.2011
Killwangen;8956;0;Killwangen;4030;AG;8.340881219;47.42748442;de;01.07.2008
Künten;5444;0;Künten;4031;AG;8.326414073;47.38908548;de;01.07.2008
Mägenwil;5506;0;Mägenwil;4032;AG;8.233507741;47.41377793;de;01.07.2008
Mellingen;5507;0;Mellingen;4033;AG;8.272670637;47.42046036;de;01.07.2008
Neuenhof;5432;0;Neuenhof;4034;AG;8.325297104;47.44462757;de;01.07.2008
Niederrohrdorf;5443;0;Niederrohrdorf;4035;AG;8.301870984;47.4227664;de;01.07.2008
Oberrohrdorf;5452;0;Oberrohrdorf;4037;AG;8.322843879;47.42388066;de;01.07.2008
Nussbaumen AG;5415;0;Obersiggenthal;4038;AG;8.295667836;47.49535987;de;01.07.2008
Hertenstein AG;5415;1;Obersiggenthal;4038;AG;8.317220246;47.48904313;de;01.07.2008
Rieden AG;5415;2;Obersiggenthal;4038;AG;8.303285253;47.48404925;de;01.07.2008
Kirchdorf AG;5416;0;Obersiggenthal;4038;AG;8.279793531;47.4995046;de;01.07.2008
Remetschwil;5453;0;Remetschwil;4039;AG;8.334581831;47.40791499;de;01.07.2008
Spreitenbach;8957;0;Spreitenbach;4040;AG;8.366663108;47.41742671;de;01.07.2008
Stetten AG;5608;0;Stetten (AG);4041;AG;8.303434649;47.40356825;de;01.07.2008
Siggenthal Station;5301;0;Untersiggenthal;4044;AG;8.240913886;47.514789;de;01.07.2008
Untersiggenthal;5417;0;Untersiggenthal;4044;AG;8.2562421;47.50383986;de;01.07.2008
Wettingen;5430;0;Wettingen;4045;AG;8.341832523;47.46268858;de;01.07.2008
Wohlenschwil;5512;0;Wohlenschwil;4046;AG;8.252924911;47.4182396;de;01.07.2008
Würenlingen;5303;0;Würenlingen;4047;AG;8.24766961;47.53098134;de;01.07.2008
Würenlos;5436;0;Würenlos;4048;AG;8.36216398;47.44738787;de;01.07.2008
Kloster Fahr;8109;0;Würenlos;4048;AG;8.439138055;47.40831486;de;01.07.2008
Ehrendingen;5420;0;Ehrendingen;4049;AG;8.344616289;47.49558399;de;01.07.2008
Arni AG;8905;3;Arni (AG);4061;AG;8.419604521;47.31543667;de;01.07.2008
Rudolfstetten;8964;0;Berikon;4062;AG;8.387554384;47.35860101;de;01.07.2008
Berikon;8965;0;Berikon;4062;AG;8.386925753;47.35309659;de;01.07.2008
Bremgarten AG;5620;0;Bremgarten (AG);4063;AG;8.329450983;47.35501583;de;01.07.2008
Hermetschwil-Staffeln;5626;0;Bremgarten (AG);4063;AG;8.346774355;47.32987757;de;01.07.2008
Büttikon AG;5619;0;Büttikon;4064;AG;8.268075254;47.32847376;de;01.07.2008
Hendschiken;5604;0;Dottikon;4065;AG;8.227796517;47.39363328;de;01.07.2008
Dottikon;5605;0;Dottikon;4065;AG;8.245390033;47.37472299;de;01.07.2008
Eggenwil;5445;0;Eggenwil;4066;AG;8.338040169;47.3711291;de;01.07.2008
Fischbach-Göslikon;5525;0;Fischbach-Göslikon;4067;AG;8.31216395;47.36873414;de;01.07.2008
Tägerig;5522;0;Hägglingen;4068;AG;8.275981714;47.38842589;de;01.07.2008
Hägglingen;5607;0;Hägglingen;4068;AG;8.256888461;47.39084319;de;01.07.2008
Jonen;8916;0;Jonen;4071;AG;8.400834094;47.29974008;de;01.07.2008
Niederwil AG;5524;0;Niederwil (AG);4072;AG;8.292157869;47.37452919;de;01.07.2008
Nesselnbach;5524;2;Niederwil (AG);4072;AG;8.296965305;47.39173409;de;01.07.2008
Oberlunkhofen;8917;0;Oberlunkhofen;4073;AG;8.400111236;47.31316132;de;01.07.2008
Oberwil-Lieli;8966;0;Oberwil-Lieli;4074;AG;8.391513521;47.33977587;de;01.07.2008
Sarmenstorf;5614;0;Sarmenstorf;4076;AG;8.250902079;47.31116985;de;01.07.2008
Bettwil;5618;0;Sarmenstorf;4076;AG;8.262523855;47.30175774;de;01.07.2008
Uezwil;5619;2;Uezwil;4078;AG;8.277206607;47.31477269;de;01.07.2008
Unterlunkhofen;8918;0;Unterlunkhofen;4079;AG;8.391625574;47.32257207;de;01.07.2008
Wohlen AG;5610;0;Villmergen;4080;AG;8.258925765;47.34987743;de;01.07.2008
Anglikon;5611;0;Villmergen;4080;AG;8.254385225;47.36146165;de;01.07.2008
Villmergen;5612;0;Villmergen;4080;AG;8.238702985;47.34788599;de;01.07.2008
Hilfikon;5613;0;Villmergen;4080;AG;8.243658485;47.33075581;de;01.07.2008
Zufikon;5621;0;Zufikon;4083;AG;8.356663454;47.34707093;de;01.07.2008
Islisberg;8905;2;Islisberg;4084;AG;8.440595152;47.32491008;de;01.07.2008
Auenstein;5105;0;Auenstein;4091;AG;8.128956624;47.41856834;de;01.07.2008
Birr;5242;1;Birr;4092;AG;8.211046656;47.43219986;de;01.07.2008
Birrhard;5244;0;Birrhard;4093;AG;8.243093898;47.43579158;de;01.07.2008
Schinznach Bad;5116;0;Brugg;4095;AG;8.169780278;47.45362329;de;01.07.2008
Brugg AG;5200;0;Brugg;4095;AG;8.203744852;47.48276135;de;01.07.2008
Windisch;5210;0;Brugg;4095;AG;8.207703367;47.47800407;de;01.07.2008
Umiken;5222;0;Brugg;4095;AG;8.185129965;47.48076509;de;01.07.2008
Habsburg;5245;0;Habsburg;4099;AG;8.185766201;47.46176128;de;01.07.2008
Hausen AG;5212;0;Hausen (AG);4100;AG;8.208273652;47.46260512;de;01.07.2008
Lupfig;5242;2;Lupfig;4104;AG;8.203201431;47.44115032;de;01.07.2008
Scherz;5246;0;Lupfig;4104;AG;8.187718612;47.44859397;de;01.07.2008
Mandach;5318;0;Mandach;4105;AG;8.188508371;47.55177563;de;01.07.2008
Effingen;5078;0;Mönthal;4106;AG;8.120472298;47.51422506;de;01.07.2008
Mönthal;5237;0;Mönthal;4106;AG;8.135641579;47.51544426;de;01.07.2008
Mülligen;5243;0;Mülligen;4107;AG;8.240607682;47.45236691;de;01.07.2008
Remigen;5236;0;Remigen;4110;AG;8.179526633;47.51686471;de;01.07.2008
Riniken;5223;0;Riniken;4111;AG;8.186327096;47.49468961;de;01.07.2008
Rüfenach AG;5235;0;Rüfenach;4112;AG;8.211182373;47.50291276;de;01.07.2008
Thalheim AG;5112;0;Thalheim (AG);4117;AG;8.090747935;47.44083259;de;01.07.2008
Veltheim AG;5106;0;Veltheim (AG);4120;AG;8.145514338;47.43024226;de;01.07.2008
Stilli;5233;0;Villigen;4121;AG;8.231277521;47.51854188;de;01.07.2008
Villigen;5234;0;Villigen;4121;AG;8.197363113;47.529372;de;01.07.2008
Schinznach Dorf;5107;0;Villnachern;4122;AG;8.158296741;47.46445771;de;01.07.2008
Villnachern;5213;0;Villnachern;4122;AG;8.157551017;47.47073746;de;01.07.2008
Bözberg;5225;1;Villnachern;4122;AG;8.167559275;47.47877276;de;01.07.2008
Oberflachs;5108;0;Schinznach;4125;AG;8.123354739;47.43757299;de;01.07.2008
Beinwil am See;5712;0;Beinwil am See;4131;AG;8.205903261;47.26522408;de;01.07.2008
Birrwil;5708;0;Birrwil;4132;AG;8.191947217;47.2921497;de;01.07.2008
Dürrenäsch;5724;0;Dürrenäsch;4134;AG;8.152628016;47.31918937;de;01.07.2008
Unterkulm;5726;0;Dürrenäsch;4134;AG;8.130899633;47.31844964;de;01.07.2008
Schmiedrued;5046;1;Gontenschwil;4135;AG;8.121761169;47.26579223;de;01.07.2008
Walde AG;5046;2;Gontenschwil;4135;AG;8.131255674;47.24782939;de;01.07.2008
Gontenschwil;5728;0;Gontenschwil;4135;AG;8.143062203;47.26768718;de;01.07.2008
Holziken;5043;0;Holziken;4136;AG;8.033385205;47.31978019;de;01.07.2008
Leimbach AG;5733;0;Leimbach (AG);4137;AG;8.167970923;47.2745937;de;01.07.2008
Boniswil;5706;0;Leutwil;4138;AG;8.17893055;47.31441443;de;01.07.2008
Leutwil;5725;0;Leutwil;4138;AG;8.17396438;47.30772766;de;01.07.2008
Burg AG;5736;0;Menziken;4139;AG;8.178762493;47.23423712;de;01.07.2008
Menziken;5737;0;Menziken;4139;AG;8.193738077;47.23587545;de;01.07.2008
Oberkulm;5727;0;Oberkulm;4140;AG;8.12421895;47.29704996;de;01.07.2008
Reinach AG;5734;0;Reinach (AG);4141;AG;8.174827956;47.26351346;de;01.07.2008
Schlossrued;5044;0;Schlossrued;4142;AG;8.090680293;47.2873289;de;01.07.2008
Schöftland;5040;0;Schöftland;4144;AG;8.059361577;47.30613961;de;01.07.2008
Zetzwil;5732;0;Zetzwil;4147;AG;8.159447115;47.28878813;de;01.07.2008
Eiken;5074;0;Eiken;4161;AG;7.989933782;47.5386662;de;01.07.2008
Frick;5070;0;Frick;4163;AG;8.011980275;47.5078598;de;01.07.2008
Gansingen;5272;0;Gansingen;4164;AG;8.131766131;47.53889945;de;01.07.2008
Wölflinswil;5063;0;Gipf-Oberfrick;4165;AG;8.000749462;47.48052365;de;01.07.2008
Gipf-Oberfrick;5073;0;Gipf-Oberfrick;4165;AG;8.00659131;47.48967327;de;01.07.2008
Laufenburg;5080;0;Kaisten;4169;AG;8.053492189;47.55240575;de;01.07.2008
Kaisten;5082;0;Kaisten;4169;AG;8.043170717;47.53700039;de;01.07.2008
Ittenthal;5083;0;Kaisten;4169;AG;8.060868623;47.51799518;de;01.07.2008
Rheinsulz;5084;0;Laufenburg;4170;AG;8.085975264;47.5531706;de;01.07.2008
Sulz AG;5085;0;Laufenburg;4170;AG;8.098985054;47.53495161;de;01.07.2008
Münchwilen AG;4333;0;Münchwilen (AG);4172;AG;7.962344962;47.53541929;de;01.07.2008
Oberhof;5062;0;Oberhof;4173;AG;8.008293125;47.44207746;de;01.07.2008
Oeschgen;5072;0;Oeschgen;4175;AG;8.017731182;47.5249018;de;01.07.2008
Schwaderloch;5326;0;Schwaderloch;4176;AG;8.142669096;47.58418794;de;01.07.2008
Sisseln AG;4334;0;Sisseln;4177;AG;7.98417269;47.55171923;de;01.07.2008
Wittnau;5064;0;Wittnau;4181;AG;7.968204241;47.47723237;de;01.07.2008
Zeihen;5079;0;Zeihen;4183;AG;8.093219188;47.46909748;de;01.07.2008
Oberhofen AG;5273;0;Mettauertal;4184;AG;8.12692537;47.55632701;de;01.07.2008
Mettau;5274;0;Mettauertal;4184;AG;8.126661563;47.56952423;de;01.07.2008
Etzgen;5275;0;Mettauertal;4184;AG;8.115248742;47.57505003;de;01.07.2008
Wil AG;5276;0;Mettauertal;4184;AG;8.157366661;47.5685392;de;01.07.2008
Hottwil;5277;0;Mettauertal;4184;AG;8.165117748;47.54403038;de;01.07.2008
Hornussen;5075;0;Böztal;4185;AG;8.066584984;47.49972275;de;01.07.2008
Bözen;5076;0;Böztal;4185;AG;8.089094912;47.4957549;de;01.07.2008
Elfingen;5077;0;Böztal;4185;AG;8.102642441;47.51013249;de;01.07.2008
Herznach;5027;0;Herznach-Ueken;4186;AG;8.047673171;47.47170906;de;01.07.2008
Ueken;5028;0;Herznach-Ueken;4186;AG;8.044364428;47.4866143;de;01.07.2008
Ammerswil AG;5600;3;Ammerswil;4191;AG;8.206246815;47.36808494;de;01.07.2008
Brunegg;5505;0;Brunegg;4193;AG;8.218599628;47.42111936;de;01.07.2008
Dintikon;5606;0;Dintikon;4194;AG;8.221547977;47.36107604;de;01.07.2008
Seon;5703;0;Egliswil;4195;AG;8.171738217;47.35455348;de;01.07.2008
Egliswil;5704;0;Egliswil;4195;AG;8.192076808;47.3516755;de;01.07.2008
Fahrwangen;5615;0;Fahrwangen;4196;AG;8.243452416;47.29030538;de;01.07.2008
Hallwil;5705;0;Hallwil;4197;AG;8.176644282;47.32802741;de;01.07.2008
Holderbank AG;5113;0;Holderbank (AG);4199;AG;8.173533697;47.43045915;de;01.07.2008
Hunzenschwil;5502;0;Hunzenschwil;4200;AG;8.121661552;47.38275474;de;01.07.2008
Lenzburg;5600;0;Lenzburg;4201;AG;8.174388656;47.38036378;de;01.07.2008
Meisterschwanden;5616;0;Meisterschwanden;4202;AG;8.228327084;47.29008564;de;01.07.2008
Tennwil;5617;0;Meisterschwanden;4202;AG;8.225963113;47.30727895;de;01.07.2008
Wildegg;5103;0;Möriken-Wildegg;4203;AG;8.163031206;47.41666761;de;01.07.2008
Möriken AG;5103;2;Möriken-Wildegg;4203;AG;8.192479436;47.41551144;de;01.07.2008
Niederlenz;5702;0;Niederlenz;4204;AG;8.167811458;47.40462372;de;01.07.2008
Othmarsingen;5504;0;Othmarsingen;4205;AG;8.215889256;47.40288573;de;01.07.2008
Rupperswil;5102;0;Rupperswil;4206;AG;8.133749057;47.4030859;de;01.07.2008
Schafisheim;5503;0;Schafisheim;4207;AG;8.138325284;47.37532852;de;01.07.2008
Seengen;5707;0;Seengen;4208;AG;8.209596909;47.32918859;de;01.07.2008
Staufen;5603;0;Staufen;4210;AG;8.159002156;47.37594901;de;01.07.2008
Abtwil AG;5646;0;Abtwil;4221;AG;8.352740327;47.17315021;de;01.07.2008
Aristau;5628;0;Aristau;4222;AG;8.368638397;47.2906476;de;01.07.2008
Muri AG;5630;0;Aristau;4222;AG;8.339903839;47.29525596;de;01.07.2008
Beinwil (Freiamt);5637;0;Auw;4223;AG;8.347645869;47.21411598;de;01.07.2008
Meienberg;5643;3;Auw;4223;AG;8.369816524;47.20404075;de;01.07.2008
Auw;5644;0;Auw;4223;AG;8.368605497;47.21700576;de;01.07.2008
Besenbüren;5627;0;Besenbüren;4226;AG;8.344613297;47.31197522;de;01.07.2008
Buttwil;5632;0;Bettwil;4227;AG;8.29196244;47.27747791;de;01.07.2008
Boswil;5623;0;Boswil;4228;AG;8.312312293;47.29854485;de;01.07.2008
Bünzen;5624;0;Bünzen;4229;AG;8.325742792;47.31585159;de;01.07.2008
Waldhäusern AG;5624;2;Bünzen;4229;AG;8.318128761;47.3272643;de;01.07.2008
Dietwil;6042;0;Dietwil;4231;AG;8.396661595;47.14959319;de;01.07.2008
Geltwil;5637;2;Geltwil;4232;AG;8.325952906;47.24937218;de;01.07.2008
Kallern;5625;0;Kallern;4233;AG;8.289749301;47.31203672;de;01.07.2008
Merenschwand;5634;0;Merenschwand;4234;AG;8.384374218;47.26400535;de;01.07.2008
Benzenschwil;5636;0;Merenschwand;4234;AG;8.364605748;47.24655082;de;01.07.2008
Oberrüti;5647;0;Oberrüti;4237;AG;8.396769816;47.17060348;de;01.07.2008
Rottenschwil;8919;0;Rottenschwil;4238;AG;8.365864502;47.31471129;de;01.07.2008
Sins;5643;0;Sins;4239;AG;8.389927084;47.19684023;de;01.07.2008
Alikon;5643;2;Sins;4239;AG;8.350483387;47.19489622;de;01.07.2008
Aettenschwil;5645;0;Sins;4239;AG;8.373409622;47.18472677;de;01.07.2008
Fenkrieden;5645;2;Sins;4239;AG;8.37079317;47.15904222;de;01.07.2008
Waltenschwil;5622;0;Waltenschwil;4240;AG;8.296932627;47.33405214;de;01.07.2008
Magden;4312;0;Magden;4253;AG;7.809098806;47.51870669;de;01.07.2008
Möhlin;4313;0;Möhlin;4254;AG;7.854639748;47.5667563;de;01.07.2008
Mumpf;4322;0;Mumpf;4255;AG;7.917949834;47.54484232;de;01.07.2008
Obermumpf;4324;0;Obermumpf;4256;AG;7.938736697;47.52815092;de;01.07.2008
Rheinfelden;4310;0;Rheinfelden;4258;AG;7.79766884;47.55092612;de;01.07.2008
Schupfart;4325;0;Schupfart;4259;AG;7.963094408;47.51394739;de;01.07.2008
Stein AG;4332;0;Stein (AG);4260;AG;7.949850089;47.54069658;de;01.07.2008
Wallbach;4323;0;Wallbach;4261;AG;7.894856179;47.56961458;de;01.07.2008
Wegenstetten;4317;0;Wegenstetten;4262;AG;7.934038215;47.49643722;de;01.07.2008
Zeiningen;4314;0;Zeiningen;4263;AG;7.876208548;47.54456331;de;01.07.2008
Zuzgen;4315;0;Zeiningen;4263;AG;7.888158288;47.53124343;de;01.07.2008
Oftringen;4665;0;Aarburg;4271;AG;7.912585114;47.3127432;de;01.07.2008
Uerkheim;4813;0;Bottenwil;4273;AG;8.003299448;47.29615546;de;01.07.2008
Bottenwil;4814;0;Bottenwil;4273;AG;7.999089133;47.28329475;de;01.07.2008
Vordemwald;4803;0;Brittnau;4274;AG;7.898857254;47.26017301;de;01.07.2008
Brittnau;4805;0;Brittnau;4274;AG;7.928620178;47.25612844;de;01.07.2008
Kirchleerau;5054;1;Kirchleerau;4275;AG;8.073105083;47.27683594;de;01.07.2008
Kölliken;5742;0;Kölliken;4276;AG;8.02301649;47.33397499;de;01.07.2008
Moosleerau;5054;2;Moosleerau;4277;AG;8.068288403;47.26563346;de;01.07.2008
Murgenthal;4853;0;Murgenthal;4279;AG;7.834017071;47.26642365;de;01.07.2008
Riken AG;4853;2;Murgenthal;4279;AG;7.860962928;47.2739158;de;01.07.2008
Glashütten;4856;0;Murgenthal;4279;AG;7.856132437;47.25011311;de;01.07.2008
Zofingen;4800;0;Oftringen;4280;AG;7.957495784;47.29883328;de;01.07.2008
Attelwil;5056;0;Reitnau;4281;AG;8.038140673;47.26291579;de;01.07.2008
Reitnau;5057;0;Reitnau;4281;AG;8.037058241;47.25197717;de;01.07.2008
Strengelbach;4802;0;Rothrist;4282;AG;7.920114362;47.29982926;de;01.07.2008
Rothrist;4852;0;Rothrist;4282;AG;7.885711156;47.29801722;de;01.07.2008
Safenwil;5745;0;Safenwil;4283;AG;7.986277982;47.32128864;de;01.07.2008
Staffelbach;5053;0;Staffelbach;4284;AG;8.036922408;47.28182042;de;01.07.2008
Wittwil;5053;2;Staffelbach;4284;AG;8.034939435;47.29169506;de;01.07.2008
Mühlethal;4812;0;Uerkheim;4286;AG;7.985267306;47.30374546;de;01.07.2008
Wiliberg;5058;0;Wiliberg;4288;AG;8.016435156;47.2662987;de;01.07.2008
Kleindöttingen;5314;0;Böttstein;4303;AG;8.23865665;47.56916877;de;01.07.2008
