Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Villars-sur-Ollon;1884;0;Ollon;5409;VD;7.107076193;46.31367278;fr;01.07.2008
Arveyes;1884;2;Ollon;5409;VD;7.058082344;46.2879396;fr;01.07.2008
Huémoz;1884;3;Ollon;5409;VD;7.011891133;46.29675108;fr;01.07.2008
Chesières;1885;0;Ollon;5409;VD;7.043823261;46.30636361;fr;01.07.2008
La Lécherette;1660;4;Ormont-Dessous;5410;VD;7.054141708;46.40851402;fr;01.07.2008
Les Mosses;1862;0;Ormont-Dessous;5410;VD;7.104016697;46.39428185;fr;01.07.2008
La Comballaz;1862;2;Ormont-Dessous;5410;VD;7.075511904;46.37637768;fr;01.07.2008
Vers-l'Eglise;1864;0;Ormont-Dessus;5411;VD;7.117497183;46.35796955;fr;01.07.2008
Les Diablerets;1865;0;Ormont-Dessus;5411;VD;7.17617032;46.34191961;fr;01.07.2008
Rennaz;1847;0;Rennaz;5412;VD;6.917682338;46.37588135;fr;01.07.2008
Roche VD;1852;0;Roche (VD);5413;VD;6.92525617;46.3593069;fr;01.07.2008
Villeneuve VD;1844;0;Villeneuve (VD);5414;VD;6.971590531;46.40644835;fr;01.07.2008
Yvorne;1853;0;Yvorne;5415;VD;6.925291845;46.34204888;fr;01.07.2008
Aubonne;1170;0;Aubonne;5422;VD;6.38733138;46.48699319;fr;01.07.2008
Bougy-Villars;1172;0;Aubonne;5422;VD;6.35147571;46.48546896;fr;01.07.2008
Montherod;1174;0;Aubonne;5422;VD;6.354749308;46.50650556;fr;01.07.2008
Pizy;1174;2;Aubonne;5422;VD;6.34608545;46.49214341;fr;01.07.2008
Ballens;1144;0;Ballens;5423;VD;6.378055863;46.55366214;fr;01.07.2008
Berolle;1149;0;Berolle;5424;VD;6.329943943;46.56776766;fr;01.07.2008
Bière;1145;0;Bière;5425;VD;6.313671397;46.54877618;fr;01.07.2008
Perroy;1166;0;Féchy;5427;VD;6.376898658;46.46780687;fr;01.07.2008
Féchy;1173;0;Féchy;5427;VD;6.373955679;46.4763651;fr;01.07.2008
Gimel;1188;0;Gimel;5428;VD;6.288654087;46.52133308;fr;01.07.2008
Longirod;1261;35;Longirod;5429;VD;6.2407291;46.50527457;fr;01.07.2008
Marchissy;1261;32;Marchissy;5430;VD;6.23218223;46.49345457;fr;01.07.2008
Mollens VD;1146;0;Mollens (VD);5431;VD;6.363037388;46.57592393;fr;01.07.2008
St-George;1188;2;Saint-George;5434;VD;6.256684998;46.51988404;fr;01.07.2008
St-Livres;1176;0;Saint-Livres;5435;VD;6.381470514;46.51626539;fr;01.07.2008
St-Oyens;1187;0;Saint-Oyens;5436;VD;6.297292342;46.49416493;fr;01.07.2008
Saubraz;1189;0;Saubraz;5437;VD;6.325515199;46.51904826;fr;01.07.2008
Donatyre;1580;3;Avenches;5451;VD;7.0606045;46.87218864;fr;01.07.2008
Cudrefin;1588;0;Cudrefin;5456;VD;7.033546678;46.95536813;fr;01.07.2008
Faoug;1595;0;Faoug;5458;VD;7.072788571;46.90346945;fr;01.07.2008
Villars-le-Grand;1584;0;Vully-les-Lacs;5464;VD;6.999660284;46.90447819;fr;01.07.2008
Salavaux;1585;0;Vully-les-Lacs;5464;VD;7.026336023;46.91253106;fr;01.07.2008
Bellerive VD;1585;2;Vully-les-Lacs;5464;VD;7.022025908;46.92531357;fr;01.07.2008
Cotterd;1585;3;Vully-les-Lacs;5464;VD;7.02686501;46.9232599;fr;01.07.2008
Vallamand;1586;0;Vully-les-Lacs;5464;VD;7.036302162;46.93289898;fr;01.07.2008
Montmagny;1587;0;Vully-les-Lacs;5464;VD;7.007482443;46.92719452;fr;01.07.2008
Constantine;1587;1;Vully-les-Lacs;5464;VD;7.012253803;46.91177702;fr;01.07.2008
Chabrey;1589;0;Vully-les-Lacs;5464;VD;6.983133647;46.93009401;fr;01.07.2008
Mur (Vully) VD;1787;2;Vully-les-Lacs;5464;VD;7.052041918;46.9407943;fr;01.07.2008
Bettens;1042;4;Bettens;5471;VD;6.574038547;46.62348214;fr;01.07.2008
Daillens;1306;0;Bettens;5471;VD;6.561890529;46.61871383;fr;01.07.2008
Bournens;1035;0;Bournens;5472;VD;6.564399259;46.60898999;fr;01.07.2008
Boussens;1034;0;Boussens;5473;VD;6.585020608;46.60292128;fr;01.07.2008
Chavannes-le-Veyron;1148;7;La Chaux (Cossonay);5474;VD;6.458555289;46.60892378;fr;01.07.2008
La Chaux (Cossonay);1308;0;La Chaux (Cossonay);5474;VD;6.467055987;46.62064696;fr;01.07.2008
Chevilly;1316;0;La Chaux (Cossonay);5474;VD;6.468730244;46.63432835;fr;01.07.2008
Cossonay-Ville;1304;0;Cossonay;5477;VD;6.501609588;46.61625984;fr;01.07.2008
Allens;1304;3;Cossonay;5477;VD;6.50936125;46.59806418;fr;01.07.2008
Cuarnens;1148;4;Cuarnens;5479;VD;6.433685342;46.63176602;fr;01.07.2008
Dizy;1304;2;Dizy;5481;VD;6.496408688;46.63409891;fr;01.07.2008
Eclépens;1312;0;Eclépens;5482;VD;6.539673558;46.65207703;fr;01.07.2008
Ferreyres;1313;0;Ferreyres;5483;VD;6.48090322;46.65996366;fr;01.07.2008
Gollion;1124;0;Gollion;5484;VD;6.510003412;46.58670924;fr;01.07.2008
Grancy;1117;0;Grancy;5485;VD;6.460390124;46.59387944;fr;01.07.2008
L'Isle;1148;0;L'Isle;5486;VD;6.400897701;46.62269554;fr;01.07.2008
Villars-Bozon;1148;3;L'Isle;5486;VD;6.408964974;46.60830237;fr;01.07.2008
La Coudre;1148;9;L'Isle;5486;VD;6.399955452;46.63373018;fr;01.07.2008
Lussery-Villars;1307;0;Lussery-Villars;5487;VD;6.525370797;46.63234683;fr;01.07.2008
Mauraz;1148;2;Mauraz;5488;VD;6.41665998;46.60278963;fr;01.07.2008
Mex VD;1031;0;Mex (VD);5489;VD;6.561530696;46.57478496;fr;01.07.2008
Moiry VD;1148;8;Moiry;5490;VD;6.45308362;46.65307213;fr;01.07.2008
Mont-la-Ville;1148;5;Mont-la-Ville;5491;VD;6.390445009;46.65343261;fr;01.07.2008
Vaulion;1325;0;Mont-la-Ville;5491;VD;6.367345776;46.66233158;fr;01.07.2008
Montricher;1147;0;Montricher;5492;VD;6.35746641;46.60300109;fr;01.07.2008
Orny;1317;0;Orny;5493;VD;6.533689565;46.67160106;fr;01.07.2008
Bavois;1372;0;Orny;5493;VD;6.549827755;46.66422715;fr;01.07.2008
Penthalaz;1305;0;Penthalaz;5495;VD;6.531497525;46.61390576;fr;01.07.2008
Penthaz;1303;0;Penthaz;5496;VD;6.540559018;46.59939737;fr;01.07.2008
Pompaples;1318;0;Pompaples;5497;VD;6.522120446;46.67827115;fr;01.07.2008
La Sarraz;1315;0;La Sarraz;5498;VD;6.50682467;46.64995512;fr;01.07.2008
Senarclens;1304;4;Senarclens;5499;VD;6.482585198;46.5986305;fr;01.07.2008
Sullens;1036;0;Sullens;5501;VD;6.567060971;46.59126996;fr;01.07.2008
Vufflens-la-Ville;1302;0;Vufflens-la-Ville;5503;VD;6.537184324;46.575154;fr;01.07.2008
Assens;1042;0;Assens;5511;VD;6.626802205;46.61598858;fr;01.07.2008
Bioley-Orjulaz;1042;3;Assens;5511;VD;6.599326987;46.61941268;fr;01.07.2008
Bercher;1038;0;Bercher;5512;VD;6.705799087;46.68992325;fr;01.07.2008
Bottens;1041;33;Bottens;5514;VD;6.664575689;46.61523203;fr;01.07.2008
Bretigny-sur-Morrens;1053;2;Bretigny-sur-Morrens;5515;VD;6.646617387;46.59861417;fr;01.07.2008
Cugy VD;1053;0;Cugy (VD);5516;VD;6.643031058;46.58082014;fr;01.07.2008
Echallens;1040;0;Echallens;5518;VD;6.635157729;46.6379008;fr;01.07.2008
Essertines-sur-Yverdon;1417;0;Essertines-sur-Yverdon;5520;VD;6.643386238;46.71736247;fr;01.07.2008
Epautheyres;1417;2;Essertines-sur-Yverdon;5520;VD;6.646132299;46.73567112;fr;01.07.2008
Etagnières;1037;0;Etagnières;5521;VD;6.610871528;46.60095245;fr;01.07.2008
Fey;1044;0;Fey;5522;VD;6.680282704;46.67382757;fr;01.07.2008
Froideville;1055;0;Froideville;5523;VD;6.691527227;46.5967026;fr;01.07.2008
Morrens VD;1054;0;Morrens (VD);5527;VD;6.627612882;46.59171371;fr;01.07.2008
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;5529;VD;6.571908675;46.64812531;fr;01.07.2008
Pailly;1416;0;Pailly;5530;VD;6.674609689;46.69906164;fr;01.07.2008
Penthéréaz;1375;0;Penthéréaz;5531;VD;6.605329272;46.6829217;fr;01.07.2008
Poliez-Pittet;1041;32;Poliez-Pittet;5533;VD;6.688772546;46.6247104;fr;01.07.2008
Rueyres;1046;0;Rueyres;5534;VD;6.692998184;46.69677248;fr;01.07.2008
St-Barthélemy VD;1040;3;Saint-Barthélemy (VD);5535;VD;6.602106123;46.63485673;fr;01.07.2008
Villars-le-Terroir;1040;2;Villars-le-Terroir;5537;VD;6.643899354;46.65818941;fr;01.07.2008
Vuarrens;1418;0;Vuarrens;5539;VD;6.646763584;46.68534659;fr;01.07.2008
Dommartin;1041;21;Montilliez;5540;VD;6.696223064;46.64331717;fr;01.07.2008
Naz;1041;26;Montilliez;5540;VD;6.694002097;46.65882877;fr;01.07.2008
Poliez-le-Grand;1041;31;Montilliez;5540;VD;6.665826106;46.63804966;fr;01.07.2008
Sugnens;1043;0;Montilliez;5540;VD;6.674031553;46.65470388;fr;01.07.2008
Goumoens-la-Ville;1376;0;Goumoëns;5541;VD;6.612029214;46.65824402;fr;01.07.2008
Eclagnens;1376;2;Goumoëns;5541;VD;6.593488428;46.64762985;fr;01.07.2008
Goumoens-le-Jux;1376;3;Goumoëns;5541;VD;6.586902553;46.66670534;fr;01.07.2008
Fontanezier;1423;2;Bonvillars;5551;VD;6.665413095;46.8645003;fr;01.07.2008
Bonvillars;1427;0;Bonvillars;5551;VD;6.67185436;46.84264293;fr;01.07.2008
Les Rasses;1452;0;Bullet;5552;VD;6.535646339;46.83926808;fr;01.07.2008
Bullet;1453;0;Bullet;5552;VD;6.560746069;46.84874173;fr;01.07.2008
Champagne;1424;0;Champagne;5553;VD;6.653555405;46.83571116;fr;01.07.2008
Concise;1426;0;Concise;5554;VD;6.725940304;46.86509948;fr;01.07.2008
Vaumarcus;2028;0;Concise;5554;VD;6.747789407;46.86965407;fr;01.07.2008
Corcelles-près-Concise;1426;1;Corcelles-près-Concise;5555;VD;6.699715575;46.85095118;fr;01.07.2008
Fiez;1420;0;Fiez;5556;VD;6.627797093;46.82810611;fr;01.07.2008
Fontaines-sur-Grandson;1421;0;Fontaines-sur-Grandson;5557;VD;6.616940875;46.83317101;fr;01.07.2008
Mauborget;1453;2;Fontaines-sur-Grandson;5557;VD;6.585498536;46.87222366;fr;01.07.2008
Giez;1429;0;Giez;5559;VD;6.610093768;46.81380816;fr;01.07.2008
Grandevent;1421;2;Grandevent;5560;VD;6.605641759;46.84214243;fr;01.07.2008
Grandson;1422;0;Grandson;5561;VD;6.639368182;46.81176191;fr;01.07.2008
Mutrux;1428;2;Mutrux;5563;VD;6.725999974;46.88084207;fr;01.07.2008
Novalles;1431;2;Novalles;5564;VD;6.592779602;46.83273936;fr;01.07.2008
Onnens VD;1425;0;Onnens (VD);5565;VD;6.687487342;46.84412078;fr;01.07.2008
Provence;1428;1;Provence;5566;VD;6.703064131;46.89465561;fr;01.07.2008
Couvet;2108;0;Provence;5566;VD;6.69450561;46.92107725;fr;01.07.2008
Vuiteboeuf;1445;0;Sainte-Croix;5568;VD;6.55012107;46.81221662;fr;01.07.2008
Ste-Croix;1450;0;Sainte-Croix;5568;VD;6.501081847;46.82927356;fr;01.07.2008
La Sagne (Ste-Croix);1450;2;Sainte-Croix;5568;VD;6.497621736;46.80866657;fr;01.07.2008
Le Château-de-Ste-Croix;1450;3;Sainte-Croix;5568;VD;6.532100474;46.81742356;fr;01.07.2008
L'Auberson;1454;0;Sainte-Croix;5568;VD;6.462802206;46.81397828;fr;01.07.2008
La Vraconnaz;1454;2;Sainte-Croix;5568;VD;6.477407193;46.84395425;fr;01.07.2008
Villars-Burquin;1423;0;Tévenon;5571;VD;6.626342872;46.84745665;fr;01.07.2008
Romairon;1423;3;Tévenon;5571;VD;6.642525674;46.85015916;fr;01.07.2008
Vaugondry;1423;4;Tévenon;5571;VD;6.636389507;46.84610757;fr;01.07.2008
Belmont-sur-Lausanne;1092;0;Belmont-sur-Lausanne;5581;VD;6.690681783;46.52874293;fr;01.07.2008
Cheseaux-sur-Lausanne;1033;0;Cheseaux-sur-Lausanne;5582;VD;6.595956203;46.58253932;fr;01.07.2008
Crissier;1023;0;Crissier;5583;VD;6.57753606;46.55529348;fr;01.07.2008
Epalinges;1066;0;Epalinges;5584;VD;6.666686597;46.55270879;fr;01.07.2008
Jouxtens-Mézery;1008;2;Jouxtens-Mézery;5585;VD;6.595558269;46.55302765;fr;01.07.2008
Lausanne 25;1000;25;Lausanne;5586;VD;6.698651725;46.5737023;fr;01.07.2008
Lausanne 26;1000;26;Lausanne;5586;VD;6.697134803;46.55346027;fr;01.07.2008
Lausanne 27;1000;27;Lausanne;5586;VD;6.68140932;46.54169936;fr;01.07.2008
Lausanne;1003;0;Lausanne;5586;VD;6.63010468;46.52000433;fr;01.07.2008
Romanel-sur-Lausanne;1032;0;Lausanne;5586;VD;6.611271626;46.57085095;fr;01.07.2008
Le Mont-sur-Lausanne;1052;0;Lausanne;5586;VD;6.669515835;46.57071893;fr;01.07.2008
Paudex;1094;0;Paudex;5588;VD;6.673309738;46.50836864;fr;01.07.2008
Lutry;1095;0;Paudex;5588;VD;6.675515222;46.50853276;fr;01.07.2008
Prilly;1008;0;Prilly;5589;VD;6.604055299;46.53698251;fr;01.07.2008
Pully;1009;0;Pully;5590;VD;6.656724621;46.51229012;fr;01.07.2008
Les Monts-de-Pully;1068;0;Pully;5590;VD;6.683365738;46.53412676;fr;01.07.2008
Renens VD;1020;0;Renens (VD);5591;VD;6.589538113;46.53643672;fr;01.07.2008
Chexbres;1071;0;Chexbres;5601;VD;6.780156045;46.4840647;fr;01.07.2008
Forel (Lavaux);1072;0;Forel (Lavaux);5604;VD;6.763534074;46.54291245;fr;01.07.2008
Les Cullayes;1080;0;Forel (Lavaux);5604;VD;6.759779335;46.56523936;fr;01.07.2008
Grandvaux;1091;0;Forel (Lavaux);5604;VD;6.741233108;46.51277151;fr;01.07.2008
La Croix (Lutry);1090;0;Lutry;5606;VD;6.701728709;46.52359642;fr;01.07.2008
La Conversion;1093;0;Lutry;5606;VD;6.685650128;46.51385207;fr;01.07.2008
Puidoux;1070;0;Puidoux;5607;VD;6.787849475;46.51223299;fr;01.07.2008
Rivaz;1071;1;Puidoux;5607;VD;6.777333611;46.47485782;fr;01.07.2008
Cully;1096;0;Puidoux;5607;VD;6.754965611;46.4847719;fr;01.07.2008
Epesses;1098;0;Puidoux;5607;VD;6.757700217;46.48566668;fr;01.07.2008
Les Thioleyres;1607;4;Puidoux;5607;VD;6.808088592;46.54019269;fr;01.07.2008
St-Saphorin (Lavaux);1071;2;Saint-Saphorin (Lavaux);5610;VD;6.795997404;46.47448448;fr;01.07.2008
Savigny;1073;0;Savigny;5611;VD;6.725949279;46.53823355;fr;01.07.2008
Mollie-Margot;1073;2;Savigny;5611;VD;6.738231935;46.56155088;fr;01.07.2008
Aran;1091;1;Savigny;5611;VD;6.720019273;46.51828816;fr;01.07.2008
Chenaux;1091;3;Bourg-en-Lavaux;5613;VD;6.731485767;46.49575827;fr;01.07.2008
Villette (Lavaux);1096;2;Bourg-en-Lavaux;5613;VD;6.709015064;46.49574599;fr;01.07.2008
Riex;1097;0;Bourg-en-Lavaux;5613;VD;6.741784952;46.50124381;fr;01.07.2008
Aclens;1123;0;Aclens;5621;VD;6.509165162;46.56873493;fr;01.07.2008
Bremblens;1121;0;Bremblens;5622;VD;6.520597272;46.55017787;fr;01.07.2008
Buchillon;1164;0;Buchillon;5623;VD;6.409270662;46.46666748;fr;01.07.2008
Bussigny;1030;0;Bussigny;5624;VD;6.547341866;46.55414238;fr;01.05.2014
Chavannes-près-Renens;1022;0;Chavannes-près-Renens;5627;VD;6.57769407;46.53087869;fr;01.07.2008
Chigny;1134;2;Chigny;5628;VD;6.477557239;46.51555841;fr;01.07.2008
Clarmont;1127;0;Clarmont;5629;VD;6.449582438;46.54870453;fr;01.07.2008
Denens;1135;0;Denens;5631;VD;6.452827709;46.51770616;fr;01.07.2008
Denges;1026;2;Denges;5632;VD;6.53935353;46.52199007;fr;01.07.2008
Echandens;1026;3;Echandens;5633;VD;6.53707183;46.54127449;fr;01.07.2008
Echichens;1112;0;Echichens;5634;VD;6.494180709;46.53007866;fr;01.07.2008
St-Saphorin-sur-Morges;1113;0;Echichens;5634;VD;6.49035457;46.54452861;fr;01.07.2008
Colombier VD;1114;0;Echichens;5634;VD;6.470255511;46.55574959;fr;01.07.2008
Monnaz;1125;0;Echichens;5634;VD;6.479785867;46.53129183;fr;01.07.2008
Ecublens VD;1024;0;Ecublens (VD);5635;VD;6.560090056;46.52937772;fr;01.07.2008
Etoy;1163;0;Etoy;5636;VD;6.42160103;46.48321259;fr;01.07.2008
Lavigny;1175;0;Lavigny;5637;VD;6.408850606;46.50100882;fr;01.07.2008
Lonay;1027;0;Lonay;5638;VD;6.518988087;46.53021987;fr;01.07.2008
Lully VD;1132;0;Lully (VD);5639;VD;6.464282041;46.50548384;fr;01.07.2008
St-Prex;1162;0;Lully (VD);5639;VD;6.470880888;46.49536816;fr;01.07.2008
Lussy-sur-Morges;1167;0;Lussy-sur-Morges;5640;VD;6.448352901;46.50139747;fr;01.07.2008
Morges;1110;0;Morges;5642;VD;6.495011261;46.51355028;fr;01.07.2008
Préverenges;1028;0;Préverenges;5643;VD;6.52889677;46.51762705;fr;01.07.2008
Romanel-sur-Morges;1122;0;Romanel-sur-Morges;5645;VD;6.509117089;46.55553204;fr;01.07.2008
St-Sulpice VD;1025;0;Saint-Sulpice (VD);5648;VD;6.55700672;46.51327761;fr;01.07.2008
Tolochenaz;1131;0;Tolochenaz;5649;VD;6.477354697;46.50260441;fr;01.07.2008
Vaux-sur-Morges;1126;0;Vaux-sur-Morges;5650;VD;6.463809296;46.53766373;fr;01.07.2008
Villars-Ste-Croix;1029;0;Villars-Sainte-Croix;5651;VD;6.563261778;46.56555534;fr;01.07.2008
Villars-sous-Yens;1168;0;Villars-sous-Yens;5652;VD;6.429012304;46.50706779;fr;01.07.2008
Vufflens-le-Château;1134;0;Vufflens-le-Château;5653;VD;6.470429458;46.52355682;fr;01.07.2008
Vullierens;1115;0;Vullierens;5654;VD;6.478644488;46.57586499;fr;01.07.2008
Yens;1169;0;Yens;5655;VD;6.405562887;46.52524675;fr;01.07.2008
Cottens VD;1116;0;Hautemorges;5656;VD;6.453258364;46.57198023;fr;01.07.2008
Reverolle;1128;0;Hautemorges;5656;VD;6.440476834;46.54275747;fr;01.07.2008
Bussy-Chardonney;1136;0;Hautemorges;5656;VD;6.437679936;46.53100626;fr;01.07.2008
Sévery;1141;0;Hautemorges;5656;VD;6.442325282;46.57250968;fr;01.07.2008
Pampigny;1142;0;Hautemorges;5656;VD;6.416487413;46.58455262;fr;01.07.2008
Apples;1143;0;Hautemorges;5656;VD;6.418622995;46.55549028;fr;01.07.2008
Boulens;1063;3;Boulens;5661;VD;6.71904978;46.68223203;fr;01.07.2008
Bussy-sur-Moudon;1514;0;Bussy-sur-Moudon;5663;VD;6.810992556;46.69127443;fr;01.07.2008
Chavannes-sur-Moudon;1512;0;Chavannes-sur-Moudon;5665;VD;6.813526394;46.65848058;fr;01.07.2008
Curtilles;1521;0;Curtilles;5669;VD;6.849398177;46.69821373;fr;01.07.2008
Dompierre VD;1682;3;Dompierre (VD);5671;VD;6.881471478;46.71198408;fr;01.07.2008
Peney-le-Jorat;1059;0;Hermenches;5673;VD;6.742033818;46.63871867;fr;01.07.2008
Hermenches;1513;0;Hermenches;5673;VD;6.755339255;46.63986662;fr;01.07.2008
Lovatens;1682;2;Lovatens;5674;VD;6.866914108;46.69449649;fr;01.07.2008
Lucens;1522;0;Lucens;5675;VD;6.836573454;46.70853127;fr;01.07.2008
Oulens-sur-Lucens;1522;9;Lucens;5675;VD;6.815289605;46.70739637;fr;01.07.2008
Forel-sur-Lucens;1526;0;Lucens;5675;VD;6.823905276;46.7259892;fr;01.07.2008
Cremin;1526;2;Lucens;5675;VD;6.84073284;46.72383406;fr;01.07.2008
Brenles;1683;0;Lucens;5675;VD;6.856902545;46.66906412;fr;01.07.2008
Chesalles-sur-Moudon;1683;2;Lucens;5675;VD;6.835183682;46.67520681;fr;01.07.2008
Sarzens;1683;3;Lucens;5675;VD;6.850182247;46.68325609;fr;01.07.2008
Moudon;1510;0;Moudon;5678;VD;6.791240616;46.67046487;fr;01.07.2008
Ogens;1045;0;Ogens;5680;VD;6.724464535;46.70844082;fr;01.07.2008
Prévonloup;1682;0;Prévonloup;5683;VD;6.882751911;46.6973624;fr;01.07.2008
Rossenges;1513;2;Rossenges;5684;VD;6.774708011;46.65473874;fr;01.07.2008
Syens;1510;2;Syens;5688;VD;6.777481787;46.64233126;fr;01.07.2008
Villars-le-Comte;1515;0;Villars-le-Comte;5690;VD;6.801266621;46.71304721;fr;01.07.2008
Vucherens;1509;0;Vucherens;5692;VD;6.774573722;46.62769181;fr;01.07.2008
Chapelle-sur-Moudon;1063;0;Montanaire;5693;VD;6.737154532;46.67078203;fr;01.07.2008
Martherenges;1063;2;Montanaire;5693;VD;6.755723301;46.66147117;fr;01.07.2008
Peyres-Possens;1063;4;Montanaire;5693;VD;6.709192788;46.66310171;fr;01.07.2008
Chanéaz;1409;0;Montanaire;5693;VD;6.742512228;46.72893691;fr;01.07.2008
Thierrens;1410;0;Montanaire;5693;VD;6.757748879;46.70325764;fr;01.07.2008
Correvon;1410;2;Montanaire;5693;VD;6.73963282;46.71709096;fr;01.07.2008
Denezy;1410;3;Montanaire;5693;VD;6.786306669;46.72213185;fr;01.07.2008
St-Cierges;1410;5;Montanaire;5693;VD;6.735260571;46.68961016;fr;01.07.2008
Neyruz-sur-Moudon;1515;1;Montanaire;5693;VD;6.788712777;46.69791067;fr;01.07.2008
Arnex-sur-Nyon;1277;1;Arnex-sur-Nyon;5701;VD;6.192577981;46.37289918;fr;01.07.2008
St-Cergue;1264;0;Arzier-Le Muids;5702;VD;6.130041438;46.46883818;fr;01.07.2008
Arzier-Le Muids;1273;0;Arzier-Le Muids;5702;VD;6.133495303;46.49082624;fr;01.04.2015
Bassins;1269;0;Bassins;5703;VD;6.200008309;46.48778077;fr;01.07.2008
Begnins;1268;0;Begnins;5704;VD;6.252561515;46.44684857;fr;01.07.2008
Bogis-Bossey;1279;2;Bogis-Bossey;5705;VD;6.16545292;46.35472071;fr;01.07.2008
Borex;1277;0;Borex;5706;VD;6.179813097;46.37945913;fr;01.07.2008
Chavannes-de-Bogis;1279;0;Chavannes-de-Bogis;5707;VD;6.153388686;46.33944974;fr;01.07.2008
Chavannes-des-Bois;1290;2;Chavannes-des-Bois;5708;VD;6.136543634;46.3154324;fr;01.07.2008
Chéserex;1275;0;Chéserex;5709;VD;6.14820858;46.41068181;fr;01.07.2008
Gingins;1276;0;Chéserex;5709;VD;6.099645299;46.42519759;fr;01.07.2008
Coinsins;1267;2;Coinsins;5710;VD;6.236486345;46.42461071;fr;01.07.2008
Commugny;1291;0;Commugny;5711;VD;6.164397865;46.32361792;fr;01.07.2008
Coppet;1296;0;Coppet;5712;VD;6.189283687;46.32070491;fr;01.07.2008
Founex;1297;0;Coppet;5712;VD;6.187859139;46.3284645;fr;01.07.2008
Crans VD;1299;0;Crans (VD);5713;VD;6.202396774;46.36344956;fr;01.01.2021
Crassier;1263;0;Crassier;5714;VD;6.168669855;46.37585685;fr;01.07.2008
Duillier;1266;0;Duillier;5715;VD;6.23087016;46.40915276;fr;01.07.2008
Eysins;1262;0;Eysins;5716;VD;6.205432908;46.37942454;fr;01.07.2008
Genolier;1272;0;Genolier;5718;VD;6.221739973;46.43435389;fr;01.07.2008
Givrins;1271;0;Givrins;5720;VD;6.194333475;46.43307046;fr;01.07.2008
Gland;1196;0;Gland;5721;VD;6.275149916;46.4144642;fr;01.07.2008
Grens;1274;3;Grens;5722;VD;6.191260803;46.39612499;fr;01.07.2008
Versoix;1290;0;Mies;5723;VD;6.157254132;46.29877622;fr;01.07.2008
Mies;1295;1;Mies;5723;VD;6.16964037;46.30366653;fr;01.07.2008
Nyon;1260;0;Nyon;5724;VD;6.226958452;46.38296369;fr;01.07.2008
Prangins;1197;0;Prangins;5725;VD;6.256180508;46.40164815;fr;01.07.2008
La Rippe;1278;0;La Rippe;5726;VD;6.119912171;46.40483351;fr;01.07.2008
La Cure;1265;0;Saint-Cergue;5727;VD;6.094925698;46.46283599;fr;01.07.2008
Signy;1274;1;Signy-Avenex;5728;VD;6.202907029;46.39320595;fr;01.07.2008
Tannay;1295;2;Tannay;5729;VD;6.172203448;46.31100823;fr;01.07.2008
Trélex;1270;0;Trélex;5730;VD;6.19513717;46.41852476;fr;01.07.2008
Le Vaud;1261;33;Le Vaud;5731;VD;6.233896538;46.47997653;fr;01.07.2008
Vich;1267;1;Vich;5732;VD;6.249802793;46.43001763;fr;01.07.2008
L'Abergement;1355;0;L'Abergement;5741;VD;6.481747739;46.75436407;fr;01.07.2008
Lignerolle;1357;0;L'Abergement;5741;VD;6.446966403;46.76517783;fr;01.07.2008
Agiez;1352;0;Agiez;5742;VD;6.508659469;46.71613456;fr;01.07.2008
Arnex-sur-Orbe;1321;0;Arnex-sur-Orbe;5743;VD;6.518337347;46.69460436;fr;01.07.2008
Ballaigues;1338;0;Ballaigues;5744;VD;6.410441213;46.7351672;fr;01.07.2008
Baulmes;1446;0;Baulmes;5745;VD;6.503533135;46.78741675;fr;01.07.2008
Bofflens;1353;0;Bofflens;5747;VD;6.494981906;46.70344042;fr;01.07.2008
Bretonnières;1329;0;Bretonnières;5748;VD;6.469550496;46.71390685;fr;01.07.2008
Chavornay;1373;0;Chavornay;5749;VD;6.56387022;46.70481777;fr;01.07.2008
Corcelles-sur-Chavornay;1374;0;Chavornay;5749;VD;6.607176236;46.69876915;fr;01.07.2008
Essert-Pittet;1435;0;Chavornay;5749;VD;6.579610261;46.72736209;fr;01.07.2008
Les Clées;1356;0;Les Clées;5750;VD;6.46480205;46.72866445;fr;01.07.2008
La Russille;1356;2;Les Clées;5750;VD;6.489959153;46.73957419;fr;01.07.2008
Croy;1322;0;Croy;5752;VD;6.485316295;46.6855591;fr;01.07.2008
Juriens;1326;0;Juriens;5754;VD;6.442323392;46.67905854;fr;01.07.2008
Montcherand;1354;0;Montcherand;5756;VD;6.511089701;46.73457951;fr;01.07.2008
Orbe;1350;0;Orbe;5757;VD;6.543264073;46.72267612;fr;01.07.2008
La Praz;1148;6;La Praz;5758;VD;6.424588044;46.66879605;fr;01.07.2008
Premier;1324;0;Premier;5759;VD;6.44472665;46.71209579;fr;01.07.2008
Rances;1439;0;Rances;5760;VD;6.514896845;46.76504812;fr;01.07.2008
Romainmôtier;1323;0;Romainmôtier-Envy;5761;VD;6.455644437;46.67184176;fr;01.07.2008
Sergey;1355;2;Sergey;5762;VD;6.50074103;46.7517067;fr;01.07.2008
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;5763;VD;6.538155867;46.74829807;fr;01.07.2008
Vallorbe;1337;0;Vallorbe;5764;VD;6.374564295;46.70801793;fr;01.07.2008
Champvent;1443;0;Vuiteboeuf;5766;VD;6.570844278;46.79634462;fr;01.07.2008
